symbol	company_name	LastSale	MarketCap	IPOyear	Sector	industry	quote
PAGP	Plains Group Holdings, L.P.	11.31	$7.06B	2013	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/pagp
PLNT	Planet Fitness, Inc.	21	$2.07B	2015	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/plnt
PLT	Plantronics, Inc.	51.44	$1.71B	1994	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/plt
PAH	Platform Specialty Products Corporation	9.34	$2.14B	2014	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/pah
PHI	PLDT Inc.	39.46	$8.52B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/phi
PGEM	Ply Gem Holdings, Inc.	14.25	$971.65M	2013	Basic Industries	Forest Products	http://www.nasdaq.com/symbol/pgem
PNC	PNC Financial Services Group, Inc. (The)	90.54	$44.49B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/pnc
PNC.WS	PNC Financial Services Group, Inc. (The)	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pnc.ws
PNC^P	PNC Financial Services Group, Inc. (The)	30.23	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pnc^p
PNC^Q	PNC Financial Services Group, Inc. (The)	25.83	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pnc^q
PNM	PNM Resources, Inc. (Holding Co.)	32.1	$2.56B	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/pnm
PII	Polaris Industries Inc.	83.94	$5.38B	n/a	Capital Goods	Industrial Specialties	http://www.nasdaq.com/symbol/pii
POL	PolyOne Corporation	34.86	$2.93B	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/pol
POR	Portland General Electric Company	42.65	$3.79B	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/por
PKX	POSCO	51.46	$17.95B	1994	Basic Industries	Steel/Iron Ore	http://www.nasdaq.com/symbol/pkx
POST	Post Holdings, Inc.	86.1	$5.57B	2012	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/post
PPS	Post Properties, Inc.	67.59	$3.62B	1993	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/pps
PPS^A	Post Properties, Inc.	68.99	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/pps^a
POT	Potash Corporation of Saskatchewan Inc.	17.99	$15.1B	1989	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/pot
PPG	PPG Industries, Inc.	107.04	$28.5B	n/a	Basic Industries	Paints/Coatings	http://www.nasdaq.com/symbol/ppg
PPX	PPL Capital Funding, Inc.	26.89	n/a	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/ppx
PPL	PPL Corporation	35.03	$23.75B	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/ppl
PYS	PPlus Trust	25.3499	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pys
PYT	PPlus Trust	21.03	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pyt
PX	Praxair, Inc.	123.44	$35.21B	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/px
PDS	Precision Drilling Corporation	4.32	$1.27B	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/pds
APTS	Preferred Apartment Communities, Inc.	13.93	$337.31M	2011	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/apts
PJS	Preferred Plus Trust Ser QWS 2 Tr Ctf	26.71	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pjs
PGND	Press Ganey Holdings, Inc.	40.46	$2.15B	2015	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/pgnd
PBH	Prestige Brand Holdings, Inc.	47.99	$2.54B	2005	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pbh
PVG	Pretium Resources, Inc.	10.72	$1.92B	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/pvg
PRI	Primerica, Inc.	58.18	$2.7B	2010	Finance	Life Insurance	http://www.nasdaq.com/symbol/pri
PPP	Primero Mining Corp	1.62	$304.13M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ppp
PFG	Principal Financial Group Inc	49.05	$14.11B	2001	Finance	Accident &Health Insurance	http://www.nasdaq.com/symbol/pfg
PGZ	Principal Real Estate Income Fund	17.85	$123.16M	2013	n/a	n/a	http://www.nasdaq.com/symbol/pgz
PVTD	PrivateBancorp, Inc.	26.56	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/pvtd
PRA	ProAssurance Corporation	54.7	$2.91B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/pra
PG	Procter & Gamble Company (The)	88.2	$235.38B	n/a	Basic Industries	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/pg
PGR	Progressive Corporation (The)	32.47	$18.89B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/pgr
PLD	ProLogis, Inc.	53.98	$28.44B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/pld
PRO	PROS Holdings, Inc.	20	$607.78M	2007	Technology	EDP Services	http://www.nasdaq.com/symbol/pro
PBB	Prospect Capital Corporation	25.42	n/a	2015	n/a	n/a	http://www.nasdaq.com/symbol/pbb
PB	Prosperity Bancshares, Inc.	55.97	$3.89B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/pb
PL^C	Protective Life Corporation	26	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pl^c
PL^E	Protective Life Corporation	26.2721	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pl^e
PRLB	Proto Labs, Inc.	55.29	$1.46B	2012	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/prlb
PFS	Provident Financial Services, Inc	21.66	$1.43B	2003	Finance	Savings Institutions	http://www.nasdaq.com/symbol/pfs
PFK	Prudential Financial, Inc.	26.27	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/pfk
PJH	Prudential Financial, Inc.	26.761	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/pjh
PRH	Prudential Financial, Inc.	27.07	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/prh
PRU	Prudential Financial, Inc.	79.49	$34.74B	2001	Finance	Life Insurance	http://www.nasdaq.com/symbol/pru
GHY	Prudential Global Short Duration High Yield Fund, Inc.	15.32	$626.95M	2012	n/a	n/a	http://www.nasdaq.com/symbol/ghy
PUK	Prudential Public Limited Company	37.58	$48.34B	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/puk
PUK^	Prudential Public Limited Company	26.8	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/puk^
PUK^A	Prudential Public Limited Company	27.29	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/puk^a
ISD	Prudential Short Duration High Yield Fund, Inc.	16.2	$538.76M	2012	n/a	n/a	http://www.nasdaq.com/symbol/isd
PSB	PS Business Parks, Inc.	113.13	$3.06B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psb
PSB^S	PS Business Parks, Inc.	25.88	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^s
PSB^T	PS Business Parks, Inc.	26.395	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^t
PSB^U	PS Business Parks, Inc.	25.87	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^u
PSB^V	PS Business Parks, Inc.	26.2385	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^v
TLK	PT Telekomunikasi Indonesia, Tbk	63.4	$31.4B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/tlk
PEG	Public Service Enterprise Group Incorporated	42.98	$21.74B	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/peg
PSA	Public Storage	226.79	$39.33B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa
PSA^A	Public Storage	28.15	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^a
PSA^B	Public Storage	27.15	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^b
PSA^C	Public Storage	26.78	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^c
PSA^D	Public Storage	25.6685	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^d
PSA^S	Public Storage	25.7885	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^s
PSA^T	Public Storage	26.0939	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^t
PSA^U	Public Storage	26.11	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^u
PSA^V	Public Storage	26.05	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^v
PSA^W	Public Storage	26.07	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^w
PSA^X	Public Storage	26.3353	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^x
PSA^Y	Public Storage	29.05	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^y
PSA^Z	Public Storage	28.7799	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^z
PHM	PulteGroup, Inc.	20.88	$7.17B	n/a	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/phm
PBYI	Puma Biotechnology Inc	57.48	$1.87B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pbyi
PSTG	Pure Storage, Inc. 	11.96	$2.33B	2015	Technology	Electronic Components	http://www.nasdaq.com/symbol/pstg
PCF	Putnam High Income Bond Fund	8.04	$110.46M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcf
PMM	Putnam Managed Municipal Income Trust	7.97	$429.06M	1989	n/a	n/a	http://www.nasdaq.com/symbol/pmm
PIM	Putnam Master Intermediate Income Trust	4.48	$242.63M	1988	n/a	n/a	http://www.nasdaq.com/symbol/pim
PMO	Putnam Municipal Opportunities Trust	13.39	$510.35M	1993	n/a	n/a	http://www.nasdaq.com/symbol/pmo
PPT	Putnam Premier Income Trust	4.85	$568.23M	1988	n/a	n/a	http://www.nasdaq.com/symbol/ppt
PVH	PVH Corp.	108.56	$8.78B	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/pvh
PZN	Pzena Investment Management Inc	7.7	$517.7M	2007	Finance	Investment Managers	http://www.nasdaq.com/symbol/pzn
QTWO	Q2 Holdings, Inc.	28.63	$1.14B	2014	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/qtwo
QEP	QEP Resources, Inc.	19.22	$4.61B	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/qep
QTS	QTS Realty Trust, Inc.	54.53	$2.61B	2013	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/qts
QUAD	Quad Graphics, Inc	27.33	$1.37B	n/a	Miscellaneous	Publishing	http://www.nasdaq.com/symbol/quad
KWR	Quaker Chemical Corporation	101.47	$1.34B	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/kwr
NX	Quanex Building Products Corporation	19.58	$670.68M	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/nx
PWR	Quanta Services, Inc.	26.16	$3.77B	n/a	Capital Goods	Engineering & Construction	http://www.nasdaq.com/symbol/pwr
QTM	Quantum Corporation	0.6902	$185.8M	n/a	Technology	Electronic Components	http://www.nasdaq.com/symbol/qtm
DGX	Quest Diagnostics Incorporated	83.04	$11.54B	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/dgx
STR	Questar Corporation	25.07	$4.4B	n/a	Public Utilities	Oil & Gas Production	http://www.nasdaq.com/symbol/str
Q	Quintiles Transitional Holdings Inc.	76.96	$9.12B	2013	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/q
QHC	Quorum Health Corporation	6.15	$181.35M	2016	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/qhc
QUOT	Quotient Technology Inc.	13.25	$1.11B	2014	Consumer Services	Advertising	http://www.nasdaq.com/symbol/quot
CTAA	Qwest Corporation	27.38	n/a	2016	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctaa
CTBB	Qwest Corporation	25.99	n/a	2016	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctbb
CTU	Qwest Corporation	26.2	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctu
CTV	Qwest Corporation	26.77	n/a	2014	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctv
CTW	Qwest Corporation	25.55	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctw
CTX	Qwest Corporation	26.07	$3.27B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctx
CTY	Qwest Corporation	25.67	n/a	2013	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/cty
CTZ	Qwest Corporation	26.45	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctz
RRD	R.R. Donnelley & Sons Company	17.16	$3.6B	n/a	Miscellaneous	Publishing	http://www.nasdaq.com/symbol/rrd
RAX	Rackspace Hosting, Inc	31.47	$3.96B	2008	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/rax
RDN	Radian Group Inc.	13.96	$2.99B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/rdn
RAS	RAIT Financial Trust	3.09	$284.86M	1998	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ras
RAS^A	RAIT Financial Trust	20.55	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ras^a
RAS^B	RAIT Financial Trust	22.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ras^b
RAS^C	RAIT Financial Trust	23.32	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ras^c
RFT	RAIT Financial Trust	22.2	n/a	2014	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rft
RFTA	RAIT Financial Trust	24.25	n/a	2014	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rfta
RL	Ralph Lauren Corporation	103.23	$8.49B	1997	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/rl
RPT	Ramco-Gershenson Properties Trust	19.34	$1.53B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rpt
RPT^D	Ramco-Gershenson Properties Trust	70.33	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rpt^d
RRC	Range Resources Corporation	40.47	$6.88B	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/rrc
RJD	Raymond James Financial, Inc.	26.29	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/rjd
RJF	Raymond James Financial, Inc.	58.09	$8.23B	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/rjf
RYAM	Rayonier Advanced Materials Inc.	12.23	$529.11M	2014	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/ryam
RYAM^A	Rayonier Advanced Materials Inc.	96.6401	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ryam^a
RYN	Rayonier Inc.	27.9	$3.43B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ryn
RTN	Raytheon Company	140.13	$41.35B	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rtn
RMAX	RE/MAX Holdings, Inc.	42.67	$752.94M	2013	Finance	Real Estate	http://www.nasdaq.com/symbol/rmax
RLGY	Realogy Holdings Corp.	26.6	$3.86B	2012	Finance	Real Estate	http://www.nasdaq.com/symbol/rlgy
O	Realty Income Corporation	66.27	$17.14B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/o
O^F	Realty Income Corporation	26.28	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/o^f
RHT	Red Hat, Inc.	73.75	$13.36B	n/a	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/rht
RLH	Red Lion Hotels Corporation	6.39	$129.26M	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/rlh
RWT	Redwood Trust, Inc.	14.46	$1.11B	1995	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rwt
RBC	Regal Beloit Corporation	61.9	$2.77B	n/a	Consumer Durables	Metal Fabrications	http://www.nasdaq.com/symbol/rbc
RGC	Regal Entertainment Group	21.63	$3.39B	2002	Consumer Services	Movies/Entertainment	http://www.nasdaq.com/symbol/rgc
REG	Regency Centers Corporation	81.08	$8.47B	1993	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/reg
REG^F	Regency Centers Corporation	26	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/reg^f
REG^G	Regency Centers Corporation	26.26	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/reg^g
RM	Regional Management Corp.	21.87	$249.67M	2012	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/rm
RF	Regions Financial Corporation	9.93	$12.46B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/rf
RF^A	Regions Financial Corporation	26.42	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rf^a
RF^B	Regions Financial Corporation	29.65	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rf^b
RGS	Regis Corporation	13.1	$604.63M	1991	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/rgs
RGA	Reinsurance Group of America, Incorporated	108.22	$6.93B	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/rga
RZA	Reinsurance Group of America, Incorporated	30.62	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/rza
RZB	Reinsurance Group of America, Incorporated	28.4	n/a	2016	Finance	Life Insurance	http://www.nasdaq.com/symbol/rzb
RS	Reliance Steel & Aluminum Co.	72.51	$5.26B	1994	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/rs
RENX	RELX N.V.	18.12	$37.24B	2015	Consumer Services	Publishing	http://www.nasdaq.com/symbol/renx
RELX	RELX PLC	19.62	$40.33B	2015	Consumer Services	Publishing	http://www.nasdaq.com/symbol/relx
RNR	RenaissanceRe Holdings Ltd.	120.59	$4.97B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/rnr
RNR^C	RenaissanceRe Holdings Ltd.	25.4	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rnr^c
RNR^E	RenaissanceRe Holdings Ltd.	26.849	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rnr^e
SOL	Renesola Ltd.	1.14	$115.83M	2008	Technology	Semiconductors	http://www.nasdaq.com/symbol/sol
RENN	Renren Inc.	1.84	$625.45M	2011	Technology	EDP Services	http://www.nasdaq.com/symbol/renn
RSG	Republic Services, Inc.	51.08	$17.51B	1998	Public Utilities	Environmental Services	http://www.nasdaq.com/symbol/rsg
RMD	ResMed Inc.	67.06	$9.44B	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/rmd
REN           	Resolute Energy Corporation	22.03	$339.43M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ren
RFP	Resolute Forest Products Inc.	5.82	$521.57M	n/a	Basic Industries	Paper	http://www.nasdaq.com/symbol/rfp
RSO	Resource Capital Corp.	13.44	$418.87M	2006	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rso
RSO^A	Resource Capital Corp.	23.442	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rso^a
RSO^B	Resource Capital Corp.	23.1999	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rso^b
RSO^C	Resource Capital Corp.	23.1801	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rso^c
QSR	Restaurant Brands International Inc.	48.26	$11.28B	2014	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/qsr
RH	Restoration Hardware Holdings Inc.	33.88	$1.38B	2012	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/rh
RPAI	Retail Properties of America, Inc.	17.15	$4.07B	2012	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rpai
RPAI^A	Retail Properties of America, Inc.	27.1718	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rpai^a
REV	Revlon, Inc.	36.09	$1.89B	1996	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/rev
REX	REX American Resources Corporation	84.51	$554.43M	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/rex
REXR	Rexford Industrial Realty, Inc.	22.82	$1.51B	2013	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rexr
REXR^A	Rexford Industrial Realty, Inc.	25.72	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rexr^a
RXN	Rexnord Corporation	21.98	$2.26B	2012	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rxn
RAI	Reynolds American Inc	50.69	$72.35B	n/a	Consumer Non-Durables	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/rai
RICE	Rice Energy Inc.	26.83	$4.2B	2014	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/rice
RMP	Rice Midstream Partners LP	22.3	$1.81B	2014	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/rmp
RNG	Ringcentral, Inc.	22.48	$1.64B	2013	Technology	EDP Services	http://www.nasdaq.com/symbol/rng
RIO	Rio Tinto Plc	31.13	$69.2B	2002	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/rio
RBA	Ritchie Bros. Auctioneers Incorporated	35.08	$3.74B	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/rba
RAD	Rite Aid Corporation	7.59	$7.96B	n/a	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/rad
RIV	RiverNorth Opportunities Fund, Inc.	19.8048	$74.37M	2015	n/a	n/a	http://www.nasdaq.com/symbol/riv
RLI	RLI Corp.	70.93	$3.11B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/rli
RLJ	RLJ Lodging Trust	23.1	$2.87B	2011	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rlj
RRTS	Roadrunner Transportation Systems, Inc	8.81	$337.66M	2010	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/rrts
RHI	Robert Half International Inc.	38.5	$5.01B	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/rhi
ROK	Rockwell Automation, Inc.	117.08	$15.15B	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rok
COL	Rockwell Collins, Inc.	85.07	$11.05B	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/col
RCI	Rogers Communication, Inc.	44.09	$17.74B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/rci
ROG	Rogers Corporation	56.27	$1.02B	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/rog
ROL	Rollins, Inc.	29.09	$6.35B	n/a	Finance	Diversified Commercial Services	http://www.nasdaq.com/symbol/rol
ROP	Roper Technologies, Inc.	182.15	$18.46B	1992	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rop
RRMS	Rose Rock Midstream, L.P.	25.21	$928.68M	2011	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/rrms
RST	Rosetta Stone	8.91	$195.86M	2009	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/rst
RDC	Rowan Companies plc	12.65	$1.59B	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/rdc
RY	Royal Bank Of Canada	62.77	$93.22B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/ry
RY^S	Royal Bank Of Canada	26	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ry^s
RY^T	Royal Bank Of Canada	29.5	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ry^t
RBS	Royal Bank Scotland plc (The)	5.46	$32.09B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs
RBS^F	Royal Bank Scotland plc (The)	26.3709	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs^f
RBS^H	Royal Bank Scotland plc (The)	25.85	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs^h
RBS^L	Royal Bank Scotland plc (The)	25.72	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^l
RBS^R.CL	Royal Bank Scotland plc (The)	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^r.cl
RBS^S	Royal Bank Scotland plc (The)	25.8501	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^s
RBS^T.CL	Royal Bank Scotland plc (The)	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^t.cl
RCL	Royal Caribbean Cruises Ltd.	70.01	$15.07B	1993	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/rcl
RDS.A	Royal Dutch Shell PLC	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rds.a
RDS.B	Royal Dutch Shell PLC	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rds.b
RGT	Royce Global Value Trust, Inc.	8.144	$84.25M	2013	n/a	n/a	http://www.nasdaq.com/symbol/rgt
RMT	Royce Micro-Cap Trust, Inc.	7.91	$293.74M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rmt
RVT	Royce Value Trust, Inc.	12.82	$1.03B	1986	n/a	n/a	http://www.nasdaq.com/symbol/rvt
RES	RPC, Inc.	15.16	$3.3B	n/a	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/res
RPM	RPM International Inc.	55.22	$7.35B	n/a	Basic Industries	Paints/Coatings	http://www.nasdaq.com/symbol/rpm
RSPP	RSP Permian, Inc.	39.53	$4.02B	2014	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/rspp
RT	Ruby Tuesday, Inc.	3.13	$188.23M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/rt
RTEC	Rudolph Technologies, Inc.	17.7	$547.64M	1999	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rtec
R	Ryder System, Inc.	66.54	$3.56B	n/a	Consumer Services	Rental/Leasing Companies	http://www.nasdaq.com/symbol/r
RYI	Ryerson Holding Corporation	12.2	$452.62M	2014	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/ryi
RHP	Ryman Hospitality Properties, Inc.	53.13	$2.71B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rhp
SPGI	S&P Global Inc.	125.43	$33.11B	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/spgi
SBR	Sabine Royalty Trust	36.8	$536.52M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/sbr
